exercise_id,name,category,difficulty,duration_min,calories_burn_est,equipment,description
15688,Exercise_15688_jump,Full Body,Advanced,26,1078,resistance band,jump press run push pull push push crunch
15689,Exercise_15689_press,Back,Beginner,109,591,none,jump hold press pull crunch row hold pull
15690,Exercise_15690_jump,Full Body,Advanced,7,1123,resistance band,press lift jump press press lift squat crunch
15691,Exercise_15691_press,Legs,Intermediate,75,520,kettlebell,push hold curl row push row lift lift
15692,Exercise_15692_pull,Full Body,Advanced,50,723,kettlebell,press press jump squat squat press lift row
15693,Exercise_15693_press,Back,Advanced,89,782,barbell,row press curl press crunch crunch row hold
15694,Exercise_15694_press,Shoulders,Intermediate,73,424,barbell,hold row jump hold pull pull jump run
15695,Exercise_15695_push,Arms,Beginner,18,1058,bodyweight,press row hold lift lift row press curl
15696,Exercise_15696_jump,Full Body,Beginner,84,1008,kettlebell,push press press hold push crunch crunch lift
15697,Exercise_15697_row,Core,Advanced,66,472,dumbbell,row crunch pull press row jump jump press
15698,Exercise_15698_crunch,Full Body,Intermediate,99,1353,kettlebell,row press jump push lift press pull run
15699,Exercise_15699_crunch,Chest,Advanced,16,690,dumbbell,curl curl hold squat press press row pull
15700,Exercise_15700_squat,Arms,Advanced,6,79,resistance band,squat row row curl push squat pull squat
15701,Exercise_15701_curl,Cardio,Advanced,48,1023,barbell,hold row crunch lift pull squat press crunch
15702,Exercise_15702_curl,Cardio,Advanced,7,1039,kettlebell,lift row row press curl jump hold crunch
15703,Exercise_15703_press,Core,Advanced,86,684,machine,pull lift hold pull crunch lift squat pull
15704,Exercise_15704_run,Legs,Advanced,29,20,kettlebell,push curl press hold row row squat push
15705,Exercise_15705_push,Full Body,Advanced,25,852,bodyweight,jump pull run press jump press run lift
15706,Exercise_15706_press,Cardio,Advanced,52,789,barbell,press row crunch run pull crunch jump row
15707,Exercise_15707_pull,Arms,Advanced,36,1340,machine,row pull press pull push run hold jump
15708,Exercise_15708_curl,Arms,Advanced,94,1151,bodyweight,push row press curl jump squat lift lift
15709,Exercise_15709_curl,Core,Intermediate,60,608,dumbbell,press jump hold squat push crunch run lift
15710,Exercise_15710_row,Core,Advanced,74,425,kettlebell,hold pull press crunch jump crunch crunch jump
15711,Exercise_15711_curl,Cardio,Beginner,31,498,kettlebell,press lift press hold crunch curl row press
15712,Exercise_15712_push,Back,Beginner,111,295,bodyweight,squat run hold push push squat jump row
15713,Exercise_15713_jump,Legs,Intermediate,93,173,none,push row push run push push hold pull
15714,Exercise_15714_pull,Legs,Beginner,57,496,barbell,lift jump crunch squat jump squat row crunch
15715,Exercise_15715_push,Cardio,Intermediate,45,506,resistance band,run crunch curl row squat press run crunch
15716,Exercise_15716_row,Cardio,Beginner,51,104,machine,crunch press press press lift hold crunch squat
15717,Exercise_15717_press,Back,Beginner,53,515,bodyweight,crunch crunch row jump row crunch push squat
15718,Exercise_15718_press,Back,Beginner,33,1010,barbell,press run hold push squat row lift push
15719,Exercise_15719_crunch,Legs,Advanced,15,846,barbell,squat lift pull row press curl run hold
15720,Exercise_15720_crunch,Cardio,Beginner,112,1317,kettlebell,lift push run pull lift curl row press
15721,Exercise_15721_lift,Core,Advanced,24,1384,kettlebell,squat run lift curl row run jump row
15722,Exercise_15722_jump,Back,Advanced,52,1311,machine,press jump curl squat squat hold squat lift
15723,Exercise_15723_hold,Cardio,Intermediate,67,194,kettlebell,press crunch crunch jump push lift push press
15724,Exercise_15724_press,Back,Beginner,26,555,resistance band,jump hold lift push pull row hold crunch
15725,Exercise_15725_curl,Back,Intermediate,28,1060,kettlebell,curl row pull squat pull hold run pull
15726,Exercise_15726_curl,Cardio,Intermediate,104,612,barbell,lift press press squat row curl press curl
15727,Exercise_15727_push,Shoulders,Beginner,69,1169,kettlebell,crunch press press curl press jump pull curl
15728,Exercise_15728_press,Arms,Beginner,31,1085,resistance band,row pull curl squat lift press run press
15729,Exercise_15729_crunch,Core,Intermediate,24,549,barbell,hold run pull lift lift row row push
15730,Exercise_15730_run,Cardio,Beginner,92,735,barbell,press push press curl press row push press
15731,Exercise_15731_pull,Arms,Beginner,24,1471,resistance band,row press hold curl row press press run
15732,Exercise_15732_squat,Chest,Advanced,109,936,none,pull pull push curl run curl curl curl
15733,Exercise_15733_pull,Shoulders,Advanced,36,1267,none,hold hold row squat press press press run
15734,Exercise_15734_pull,Shoulders,Beginner,90,63,resistance band,pull squat lift hold run crunch push run
15735,Exercise_15735_pull,Core,Beginner,87,3,barbell,curl jump press curl press push hold push
15736,Exercise_15736_curl,Cardio,Intermediate,7,681,machine,lift jump pull lift lift press pull jump
15737,Exercise_15737_press,Back,Beginner,101,927,barbell,row pull lift curl run squat crunch pull
15738,Exercise_15738_lift,Back,Advanced,70,141,none,jump crunch pull push jump jump row curl
15739,Exercise_15739_push,Cardio,Intermediate,39,1157,dumbbell,row push run squat press press lift crunch
15740,Exercise_15740_squat,Legs,Beginner,107,515,machine,squat row jump curl row run jump pull
15741,Exercise_15741_row,Cardio,Beginner,105,1251,kettlebell,press run crunch lift squat run press press
15742,Exercise_15742_press,Legs,Advanced,42,1013,none,curl push press squat squat press row lift
15743,Exercise_15743_press,Arms,Beginner,79,485,kettlebell,row press crunch row crunch squat row crunch
15744,Exercise_15744_push,Arms,Beginner,93,300,barbell,row press row push pull push jump push
15745,Exercise_15745_pull,Full Body,Beginner,39,848,barbell,push press lift hold lift lift squat lift
15746,Exercise_15746_press,Cardio,Beginner,33,1318,kettlebell,press run hold squat jump jump push run
15747,Exercise_15747_press,Back,Beginner,23,1311,kettlebell,jump squat press squat curl jump push crunch
15748,Exercise_15748_press,Shoulders,Intermediate,66,751,barbell,crunch crunch press jump run run squat curl
15749,Exercise_15749_push,Chest,Beginner,40,99,resistance band,curl hold push run press lift hold push
15750,Exercise_15750_pull,Shoulders,Intermediate,20,837,none,row crunch push lift row press jump curl
15751,Exercise_15751_run,Shoulders,Intermediate,41,240,bodyweight,pull row crunch press hold row jump curl
15752,Exercise_15752_press,Core,Advanced,31,877,barbell,push hold squat row curl run jump hold
15753,Exercise_15753_pull,Full Body,Beginner,54,578,bodyweight,crunch row run pull row hold run run
15754,Exercise_15754_lift,Cardio,Advanced,1,785,dumbbell,press lift lift row hold hold row row
15755,Exercise_15755_hold,Back,Advanced,98,107,kettlebell,curl squat lift pull curl press run press
15756,Exercise_15756_push,Core,Advanced,36,1423,kettlebell,squat lift row press hold run squat run
15757,Exercise_15757_press,Back,Beginner,3,1409,resistance band,lift curl lift pull lift hold push pull
15758,Exercise_15758_push,Cardio,Intermediate,103,47,dumbbell,press pull crunch push run jump squat row
15759,Exercise_15759_pull,Cardio,Advanced,106,432,bodyweight,row run jump jump lift curl run push
15760,Exercise_15760_pull,Cardio,Beginner,98,1296,dumbbell,pull press squat lift jump press jump crunch
15761,Exercise_15761_run,Core,Advanced,62,1425,barbell,lift pull run jump lift hold row jump
15762,Exercise_15762_jump,Arms,Beginner,30,767,barbell,press hold press hold jump jump lift squat
15763,Exercise_15763_press,Full Body,Beginner,13,821,bodyweight,hold squat run press curl curl push row
15764,Exercise_15764_jump,Legs,Advanced,14,1450,barbell,jump crunch row press hold curl push crunch
15765,Exercise_15765_row,Full Body,Beginner,59,410,none,row lift row press jump pull run pull
15766,Exercise_15766_lift,Back,Intermediate,53,1245,machine,lift run row press push push curl run
15767,Exercise_15767_pull,Full Body,Advanced,18,1279,resistance band,press run run hold pull run push push
15768,Exercise_15768_crunch,Core,Intermediate,7,592,bodyweight,run squat squat curl crunch jump squat row
15769,Exercise_15769_curl,Chest,Beginner,9,490,kettlebell,lift hold squat jump run lift push curl
15770,Exercise_15770_crunch,Back,Advanced,108,969,bodyweight,row jump squat jump press row hold press
15771,Exercise_15771_jump,Legs,Advanced,33,6,none,jump jump press curl jump press run lift
15772,Exercise_15772_crunch,Legs,Advanced,109,1497,none,squat push pull crunch press curl push row
15773,Exercise_15773_curl,Core,Advanced,75,294,dumbbell,hold run press hold pull run pull row
15774,Exercise_15774_jump,Arms,Intermediate,96,798,kettlebell,squat press pull curl press pull hold press
15775,Exercise_15775_run,Core,Beginner,90,1225,bodyweight,lift hold run row run pull curl press
15776,Exercise_15776_jump,Legs,Beginner,23,668,machine,curl hold run squat lift press lift hold
15777,Exercise_15777_curl,Shoulders,Intermediate,85,1008,none,curl curl row jump pull row curl push
15778,Exercise_15778_run,Shoulders,Beginner,73,1382,none,crunch lift squat press pull run push row
15779,Exercise_15779_row,Arms,Intermediate,58,567,barbell,squat curl push push press push lift run
15780,Exercise_15780_lift,Arms,Intermediate,21,429,machine,squat squat jump push press squat squat squat
15781,Exercise_15781_row,Full Body,Intermediate,90,869,dumbbell,crunch jump crunch jump jump squat push hold
15782,Exercise_15782_curl,Core,Intermediate,13,684,kettlebell,curl lift pull hold hold press hold jump
15783,Exercise_15783_run,Full Body,Advanced,64,731,bodyweight,squat hold squat crunch crunch crunch squat squat
15784,Exercise_15784_run,Chest,Intermediate,1,804,none,crunch squat curl push lift pull press curl
15785,Exercise_15785_crunch,Arms,Intermediate,115,930,machine,curl push row squat press pull push crunch
15786,Exercise_15786_push,Core,Advanced,65,914,machine,row row hold run jump push pull push
15787,Exercise_15787_hold,Core,Beginner,80,293,machine,press row press press row press jump press
15788,Exercise_15788_row,Arms,Advanced,35,1295,none,press squat press jump press curl run press
15789,Exercise_15789_run,Legs,Intermediate,48,537,kettlebell,pull lift crunch press lift curl press run
15790,Exercise_15790_crunch,Core,Advanced,107,1434,kettlebell,row squat press row press squat lift run
15791,Exercise_15791_row,Arms,Beginner,35,1175,dumbbell,curl squat hold curl lift run curl curl
15792,Exercise_15792_run,Shoulders,Advanced,72,1091,resistance band,run curl row press pull hold push run
15793,Exercise_15793_push,Full Body,Beginner,91,1491,bodyweight,squat crunch pull hold lift press curl crunch
15794,Exercise_15794_jump,Arms,Advanced,90,420,machine,row press curl hold lift run squat squat
15795,Exercise_15795_run,Legs,Intermediate,105,443,machine,lift push row press jump squat hold hold
15796,Exercise_15796_run,Chest,Advanced,51,1136,dumbbell,press squat press squat crunch row press press
15797,Exercise_15797_pull,Arms,Intermediate,42,720,dumbbell,push hold row crunch press pull squat squat
15798,Exercise_15798_pull,Legs,Advanced,7,1018,kettlebell,crunch row row squat run jump run squat
15799,Exercise_15799_press,Core,Intermediate,46,1085,none,press jump curl jump row press curl curl
15800,Exercise_15800_run,Cardio,Beginner,8,96,dumbbell,curl press squat crunch press curl press press
15801,Exercise_15801_press,Arms,Advanced,87,774,bodyweight,press jump curl pull lift lift press press
15802,Exercise_15802_pull,Full Body,Intermediate,32,777,machine,run push push lift jump press crunch curl
15803,Exercise_15803_jump,Shoulders,Intermediate,93,749,bodyweight,run press press press curl hold press press
15804,Exercise_15804_press,Back,Intermediate,45,717,kettlebell,curl press press squat push press curl jump
15805,Exercise_15805_jump,Arms,Intermediate,37,436,none,crunch press press squat hold curl curl lift
15806,Exercise_15806_lift,Arms,Advanced,33,1027,none,pull hold press crunch run crunch press hold
15807,Exercise_15807_curl,Back,Advanced,54,618,barbell,push push press hold press run row squat
15808,Exercise_15808_squat,Cardio,Advanced,50,106,resistance band,crunch pull run run row crunch push crunch
15809,Exercise_15809_hold,Chest,Beginner,78,569,kettlebell,pull press row crunch run press run lift
15810,Exercise_15810_crunch,Legs,Intermediate,14,900,dumbbell,crunch row run pull hold jump press crunch
15811,Exercise_15811_pull,Back,Advanced,106,452,kettlebell,lift press push lift push press run run
15812,Exercise_15812_lift,Legs,Beginner,7,141,barbell,run jump run curl hold crunch press press
15813,Exercise_15813_push,Full Body,Intermediate,51,1019,kettlebell,jump squat curl hold hold press squat crunch
15814,Exercise_15814_row,Arms,Intermediate,52,802,machine,curl crunch push run press lift lift push
15815,Exercise_15815_crunch,Legs,Intermediate,73,1294,dumbbell,run jump squat curl squat jump push press
15816,Exercise_15816_press,Shoulders,Intermediate,24,308,dumbbell,pull press push press jump curl lift jump
15817,Exercise_15817_crunch,Legs,Advanced,94,1474,machine,hold pull pull row pull curl push crunch
15818,Exercise_15818_curl,Shoulders,Advanced,18,568,kettlebell,squat jump row pull squat row crunch press
15819,Exercise_15819_run,Core,Intermediate,61,1333,bodyweight,row row curl hold lift crunch row lift
15820,Exercise_15820_press,Back,Intermediate,75,991,barbell,hold press press run crunch pull hold pull
15821,Exercise_15821_squat,Shoulders,Intermediate,39,158,barbell,run push press push crunch pull jump push
15822,Exercise_15822_jump,Core,Beginner,101,164,barbell,row run row press hold pull crunch push
15823,Exercise_15823_curl,Shoulders,Advanced,23,1382,kettlebell,jump pull press pull crunch squat jump press
15824,Exercise_15824_push,Full Body,Intermediate,26,625,barbell,press curl row squat lift press run crunch
15825,Exercise_15825_pull,Full Body,Advanced,95,1092,machine,row squat squat curl hold squat press curl
15826,Exercise_15826_press,Legs,Beginner,19,827,machine,jump squat press hold hold pull hold crunch
15827,Exercise_15827_push,Legs,Advanced,115,317,kettlebell,row jump press curl curl hold row curl
15828,Exercise_15828_squat,Cardio,Advanced,57,1256,kettlebell,push hold hold press crunch jump lift pull
